"patch1.before","patch2.before","patch1.after","patch2.after"
85,55,86,54
87,63,84,66
78,54,75,57
82,54,78,58
70,56,73,53
65,40,60,45
79,56,76,59
76,48,76,48
63,40,64,39
82,38,79,41
64,54,59,59
81,42,81,42
85,48,87,46
82,65,79,68
64,63,65,62
75,41,75,41
85,37,76,46
84,50,79,55
100,44,93,51
83,55,90,48
74,45,68,51
88,52,87,53
78,55,75,58
72,35,67,40
88,55,83,60
67,58,68,57
78,36,74,40
86,44,83,47
70,41,60,51
78,63,76,65
87,57,81,63
73,54,72,55
87,60,80,67
83,52,86,49
96,53,93,56
81,46,76,51
75,56,70,61
77,48,82,43
75,49,76,48
76,42,78,40
69,41,68,42
66,55,62,59
84,43,79,48
87,51,83,55
105,52,90,67
94,48,93,49
72,46,72,46
86,47,84,49
78,51,79,50
87,52,86,53
96,36,87,45
95,39,86,48
83,49,83,49
80,38,81,37
79,41,81,39
83,57,77,63
84,47,77,54
82,42,81,43
84,64,82,66
86,55,79,62
100,49,99,50
77,51,79,49
80,40,76,44
82,43,80,45
78,55,75,58
75,56,74,57
80,52,79,53
86,53,92,47
76,48,78,46
86,45,74,57
84,42,81,45
76,53,82,47
95,49,91,53
73,44,69,48
73,40,70,43
84,56,71,69
95,54,94,55
80,61,80,61
83,53,76,60
71,63,70,64
90,43,90,43
76,49,72,53
65,54,62,57
75,58,71,62
86,55,83,58
88,55,88,55
78,48,79,47
78,56,79,55
82,57,79,60
87,54,79,62
88,54,84,58
78,56,75,59
84,42,80,46
80,41,80,41
72,46,69,49
94,61,91,64
76,53,75,54
77,41,71,47
93,50,92,51
73,57,72,58
88,61,85,64
74,52,69,57
76,40,73,43
76,46,71,51
74,55,68,61
80,45,75,50
70,50,63,57
80,51,80,51
74,46,75,45
96,56,94,58
81,59,77,63
101,54,94,61
89,58,92,55
85,65,82,68
79,52,76,55
69,47,67,49
72,51,72,51
91,52,93,50
77,53,73,57
74,53,70,57
89,56,87,58
70,55,65,60
73,42,71,44
88,51,76,63
87,48,84,51
68,66,68,66
99,57,99,57
97,54,93,58
76,55,74,57
73,35,68,40
69,49,66,52
74,53,72,55
84,47,83,48
95,56,94,57
89,51,87,53
66,52,67,51
83,54,80,57
79,38,74,43
70,53,74,49
83,47,77,53
90,53,86,57
64,59,59,64
67,63,62,68
77,44,69,52
70,53,69,54
77,51,67,61
88,51,83,56
81,49,85,45
75,39,76,38
94,47,89,52
80,51,79,52
73,63,69,67
89,44,81,52
70,59,69,60
83,47,82,48
72,49,64,57
63,52,57,58
67,54,61,60
79,49,76,52
64,49,61,52
88,51,84,55
85,51,82,54
87,54,87,54
89,40,84,45
73,29,69,33
66,39,66,39
75,65,78,62
81,50,72,59
91,56,89,58
63,47,63,47
66,56,61,61
87,41,83,45
93,35,87,41
84,39,73,50
89,55,85,59
78,45,80,43
87,71,87,71
75,62,69,68
90,58,83,65
73,56,69,60
72,40,66,46
78,53,76,55
93,43,86,50
80,47,77,50
90,39,86,43
88,56,83,61
85,50,84,51
62,55,60,57
73,66,72,67
78,47,78,47
89,45,83,51
80,66,85,61
72,43,65,50
70,52,72,50
72,47,71,48
77,41,72,46
78,60,75,63
77,54,78,53
83,44,78,49
73,47,71,49
105,46,96,55
70,44,67,47
91,59,77,73
104,50,102,52
74,44,72,46
86,52,85,53
75,52,77,50
91,42,81,52
78,54,71,61
77,38,69,46
93,48,89,52
82,51,83,50
77,52,72,57
86,35,83,38
80,45,74,51
88,57,88,57
76,51,72,55
65,51,60,56
77,45,76,46
74,55,76,53
71,37,71,37
91,56,92,55
81,50,74,57
75,52,74,53
82,56,79,59
76,43,74,45
82,46,76,52
73,45,73,45
92,57,88,61
85,49,85,49
83,50,77,56
80,43,80,43
90,55,83,62
72,47,71,48
61,41,63,39
84,48,79,53
84,45,73,56
88,42,83,47
76,45,70,51
80,59,75,64
70,58,67,61
83,37,78,42
61,52,61,52
81,45,78,48
74,60,66,68
86,48,75,59
66,50,67,49
72,56,70,58
83,51,83,51
74,44,68,50
65,50,65,50
84,48,83,49
89,52,79,62
96,51,82,65
80,49,77,52
83,41,73,51
73,47,66,54
80,54,77,57
82,42,79,45
74,51,68,57
70,59,72,57
65,53,68,50
70,45,66,49
90,59,87,62
91,45,90,46
80,47,79,48
95,52,86,61
79,38,76,41
79,52,76,55
94,55,94,55
71,60,76,55
82,64,76,70
82,48,76,54
83,64,75,72
92,39,87,44
78,54,75,57
77,56,72,61
80,48,76,52
80,45,81,44
90,51,86,55
74,45,69,50
102,41,103,40
70,45,69,46
72,59,71,60
74,49,70,53
77,37,75,39
78,49,73,54
69,56,64,61
84,46,80,50
91,60,84,67
78,51,71,58
81,58,80,59
89,48,84,53
84,42,78,48
93,58,89,62
90,55,87,58
72,60,78,54
77,35,74,38
56,48,58,46
72,57,72,57
74,47,73,48
90,41,81,50
81,43,77,47
75,58,77,56
86,44,82,48
85,52,85,52
79,44,82,41
92,55,85,62
85,54,79,60
88,51,84,55
88,52,88,52
77,41,67,51
74,66,65,75
72,48,67,53
68,49,65,52
90,49,83,56
78,50,74,54
87,49,78,58
77,53,78,52
91,43,86,48
73,60,70,63
85,44,84,45
79,52,77,54
84,51,75,60
104,46,106,44
93,55,85,63
82,53,82,53
90,55,88,57
90,66,88,68
94,53,93,54
85,54,85,54
71,57,72,56
78,51,77,52
91,56,84,63
90,42,86,46
67,51,66,52
84,52,78,58
68,45,72,41
88,38,85,41
89,42,84,47
59,45,57,47
78,50,79,49
87,57,82,62
84,38,80,42
92,56,91,57
93,58,88,63
74,46,70,50
76,55,73,58
83,42,73,52
67,35,59,43
73,30,69,34
86,43,80,49
86,45,80,51
85,50,78,57
79,42,74,47
79,46,80,45
72,61,66,67
85,39,81,43
72,40,69,43
93,59,91,61
84,44,79,49
80,46,69,57
74,57,71,60
88,50,86,52
72,64,72,64
89,42,84,47
75,50,74,51
81,48,79,50
77,58,74,61
85,39,75,49
81,50,81,50
92,61,92,61
76,60,73,63
83,45,75,53
83,55,85,53
71,59,68,62
69,48,72,45
87,48,87,48
84,58,86,56
85,58,81,62
78,35,76,37
82,47,81,48
75,50,69,56
84,54,79,59
82,54,85,51
71,44,64,51
88,53,87,54
67,46,65,48
100,48,103,45
79,42,75,46
71,42,66,47
77,38,74,41
65,46,64,47
84,66,84,66
78,52,81,49
90,45,91,44
90,47,82,55
74,47,73,48
94,47,87,54
82,45,81,46
73,44,72,45
73,51,66,58
80,57,83,54
60,52,57,55
78,46,81,43
79,40,71,48
93,46,85,54
76,59,80,55
62,42,67,37
78,55,74,59
83,57,77,63
62,54,60,56
89,51,83,57
84,44,83,45
109,42,104,47
72,47,64,55
64,57,63,58
74,54,70,58
71,47,67,51
71,49,71,49
95,56,91,60
69,36,65,40
81,49,78,52
64,37,58,43
72,58,65,65
67,45,65,47
80,47,74,53
83,57,80,60
70,52,72,50
87,47,88,46
73,66,71,68
96,50,92,54
84,53,82,55
89,53,79,63
79,39,80,38
87,40,83,44
81,54,77,58
86,57,86,57
69,51,72,48
76,41,76,41
74,39,76,37
69,44,62,51
82,51,81,52
69,47,64,52
83,38,80,41
75,62,75,62
78,48,80,46
69,38,63,44
77,46,69,54
88,46,79,55
86,57,90,53
96,59,91,64
95,56,89,62
80,43,71,52
95,48,90,53
74,61,73,62
79,50,82,47
89,45,82,52
85,50,75,60
75,53,71,57
88,56,88,56
89,49,95,43
85,46,77,54
79,47,69,57
66,54,64,56
85,43,83,45
70,68,78,60
75,50,72,53
89,45,84,50
71,47,66,52
68,43,67,44
82,52,73,61
78,41,65,54
91,57,81,67
81,43,78,46
84,57,75,66
81,52,78,55
78,48,70,56
67,38,63,42
88,58,85,61
98,57,92,63
69,44,63,50
96,41,90,47
87,48,85,50
68,63,68,63
101,61,105,57
76,47,72,51
92,43,86,49
80,50,73,57
76,58,70,64
84,39,75,48
92,60,87,65
87,54,85,56
95,57,91,61
86,57,82,61
90,51,83,58
90,50,81,59
101,54,91,64
57,60,62,55
86,54,87,53
68,62,61,69
75,59,69,65
75,61,78,58
75,48,67,56
66,69,66,69
72,42,70,44
67,51,68,50
84,46,84,46
82,51,75,58
73,55,68,60
92,58,84,66
80,57,76,61
89,52,81,60
76,43,73,46
70,56,70,56
82,51,81,52
69,52,72,49
65,48,65,48
98,42,91,49
89,54,81,62
65,63,67,61
82,53,78,57
77,42,77,42
85,39,81,43
87,50,81,56
86,54,76,64
93,50,86,57
75,53,73,55
76,45,69,52
80,54,80,54
91,56,82,65
86,59,89,56
70,47,70,47
91,51,86,56
100,53,89,64
90,59,87,62
73,45,77,41
85,40,82,43
74,37,71,40
83,36,83,36
81,56,80,57
78,57,75,60
81,35,81,35
83,53,81,55
74,37,66,45
65,48,64,49
79,56,76,59
84,48,82,50
87,49,83,53
87,49,84,52
79,41,72,48
68,46,69,45
77,48,74,51
97,54,88,63
79,45,83,41
82,51,76,57
77,30,75,32
73,44,69,48
84,68,73,79
89,58,90,57
71,59,62,68
76,40,63,53
89,39,88,40
99,46,97,48
80,40,77,43
91,54,89,56
88,47,86,49
73,54,69,58
63,59,64,58
87,49,86,50
65,40,67,38
71,57,65,63
78,61,75,64
84,52,85,51
88,53,78,63
89,39,86,42
69,58,62,65
74,43,73,44
87,50,86,51
54,64,55,63
80,52,77,55
60,57,54,63
94,58,93,59
75,62,75,62
80,48,72,56
75,55,72,58
70,45,69,46
82,49,76,55
75,53,72,56
81,55,76,60
79,53,69,63
79,47,71,55
96,59,96,59
77,40,74,43
99,48,98,49
71,45,70,46
68,41,72,37
70,42,67,45
86,60,74,72
87,53,83,57
72,41,68,45
75,40,71,44
79,40,71,48
85,48,83,50
71,52,68,55
85,58,80,63
73,51,74,50
93,47,93,47
81,38,72,47
76,49,71,54
88,45,85,48
78,51,69,60
73,45,76,42
82,47,79,50
72,39,68,43
75,54,74,55
78,57,71,64
81,44,77,48
82,45,74,53
94,50,81,63
78,48,75,51
77,50,78,49
71,64,70,65
77,43,78,42
59,55,59,55
74,53,71,56
83,72,84,71
94,51,93,52
79,53,77,55
89,55,82,62
86,57,81,62
67,42,65,44
81,50,74,57
80,27,78,29
92,43,87,48
76,48,75,49
83,45,77,51
63,45,64,44
86,60,82,64
89,56,89,56
99,60,90,69
86,45,83,48
76,50,68,58
94,46,86,54
75,49,66,58
85,46,82,49
104,53,102,55
63,62,58,67
83,69,79,73
79,63,74,68
103,46,94,55
79,44,80,43
98,45,92,51
80,50,73,57
78,59,74,63
88,46,87,47
73,49,72,50
91,50,85,56
70,46,68,48
84,63,83,64
83,51,83,51
92,49,81,60
78,43,73,48
93,43,92,44
79,55,80,54
85,42,82,45
67,54,65,56
68,47,68,47
65,51,64,52
78,54,76,56
70,50,68,52
80,49,78,51
67,47,69,45
70,34,70,34
69,54,66,57
87,50,83,54
77,47,78,46
82,58,83,57
73,45,69,49
81,61,82,60
74,51,71,54
85,46,84,47
66,46,65,47
91,60,88,63
90,46,80,56
78,57,79,56
73,42,73,42
77,55,72,60
90,41,75,56
75,48,71,52
78,52,76,54
66,43,69,40
93,53,91,55
84,42,82,44
79,40,76,43
61,49,59,51
86,56,88,54
89,48,88,49
77,49,85,41
82,52,75,59
80,40,77,43
79,51,79,51
76,39,72,43
90,46,88,48
78,48,77,49
70,36,62,44
77,50,79,48
79,53,77,55
87,54,84,57
89,62,82,69
79,48,74,53
82,56,79,59
76,41,69,48
77,53,76,54
70,38,65,43
82,48,80,50
75,52,77,50
96,55,87,64
70,56,71,55
74,51,77,48
84,64,88,60
85,49,79,55
73,47,69,51
82,44,74,52
68,56,63,61
72,42,68,46
101,44,90,55
59,52,58,53
79,52,81,50
85,50,78,57
75,48,72,51
78,62,83,57
82,52,78,56
85,64,86,63
73,56,70,59
54,52,57,49
65,59,64,60
98,57,96,59
84,37,74,47
74,60,75,59
81,51,81,51
73,55,70,58
73,58,70,61
92,45,88,49
84,59,74,69
81,40,68,53
70,54,71,53
87,64,88,63
73,50,64,59
85,44,84,45
86,62,87,61
84,43,84,43
98,37,89,46
86,46,79,53
90,52,90,52
69,44,70,43
79,45,80,44
83,41,83,41
67,51,69,49
65,50,64,51
65,52,65,52
66,51,64,53
88,37,85,40
70,50,73,47
86,50,83,53
82,55,85,52
88,40,84,44
75,41,70,46
86,56,82,60
74,55,68,61
87,41,90,38
68,39,65,42
93,49,92,50
83,57,82,58
100,49,96,53
83,41,83,41
93,49,86,56
71,56,67,60
68,50,69,49
75,58,72,61
75,46,71,50
85,51,82,54
82,41,81,42
65,47,64,48
88,55,86,57
88,39,86,41
108,43,104,47
81,58,83,56
72,42,72,42
79,57,75,61
70,54,72,52
64,53,62,55
63,42,66,39
78,46,72,52
85,46,83,48
75,54,73,56
93,39,88,44
87,46,81,52
63,60,60,63
89,47,82,54
77,44,71,50
102,34,94,42
81,41,78,44
84,49,79,54
82,48,80,50
76,55,79,52
69,58,72,55
78,47,76,49
75,52,73,54
81,46,72,55
74,44,74,44
97,54,99,52
91,37,88,40
86,48,77,57
86,49,80,55
83,56,84,55
77,40,73,44
81,55,77,59
72,49,63,58
80,58,78,60
89,46,86,49
89,52,83,58
67,46,67,46
83,48,76,55
80,43,79,44
85,54,83,56
85,55,85,55
82,39,70,51
63,64,63,64
86,61,88,59
70,54,60,64
87,45,89,43
81,44,75,50
92,52,86,58
82,54,76,60
74,53,73,54
74,42,68,48
74,49,73,50
77,45,84,38
76,64,76,64
72,44,67,49
82,60,76,66
76,52,74,54
82,39,69,52
77,49,73,53
73,54,68,59
76,63,72,67
78,58,77,59
95,55,88,62
70,60,67,63
82,51,84,49
84,48,78,54
87,60,83,64
87,48,84,51
80,46,77,49
102,43,93,52
95,53,88,60
92,51,91,52
77,53,71,59
77,43,77,43
85,46,87,44
79,33,72,40
66,44,64,46
75,56,74,57
80,40,79,41
68,37,64,41
88,60,80,68
87,48,86,49
67,45,56,56
83,54,81,56
97,59,98,58
76,61,76,61
82,47,79,50
75,49,71,53
90,60,91,59
80,55,77,58
70,55,72,53
82,41,86,37
86,49,82,53
82,51,78,55
109,42,97,54
94,53,87,60
89,49,82,56
69,36,62,43
82,51,76,57
79,42,74,47
97,59,98,58
69,35,63,41
91,44,92,43
72,49,76,45
68,58,67,59
83,55,77,61
64,55,62,57
78,48,75,51
81,58,81,58
86,54,77,63
79,51,78,52
84,52,82,54
81,51,81,51
91,54,90,55
66,59,63,62
91,48,86,53
89,46,88,47
80,56,78,58
84,44,80,48
87,47,83,51
75,62,75,62
77,63,76,64
89,43,86,46
89,49,90,48
85,36,78,43
89,54,80,63
70,58,64,64
80,45,76,49
66,42,56,52
79,66,76,69
79,52,80,51
63,54,65,52
72,53,68,57
93,56,89,60
84,54,78,60
69,50,68,51
75,45,64,56
89,44,86,47
75,47,70,52
62,44,60,46
68,55,68,55
81,52,82,51
84,62,80,66
64,46,68,42
84,42,81,45
96,58,92,62
87,56,82,61
73,58,77,54
87,50,83,54
79,45,76,48
84,48,78,54
81,50,76,55
82,51,78,55
90,49,85,54
77,53,73,57
97,47,92,52
71,46,64,53
67,42,65,44
82,41,80,43
77,64,78,63
70,57,70,57
100,55,92,63
83,60,86,57
83,45,77,51
77,59,72,64
87,44,84,47
82,53,80,55
84,47,84,47
71,40,73,38
94,49,93,50
83,39,78,44
80,62,77,65
84,57,81,60
78,73,80,71
83,48,86,45
84,59,82,61
85,43,81,47
71,39,64,46
76,35,72,39
81,56,77,60
86,51,78,59
68,45,62,51
79,43,74,48
64,43,64,43
88,52,84,56
84,51,79,56
79,36,80,35
89,59,81,67
100,49,97,52
74,52,67,59
78,57,76,59
69,54,68,55
85,53,84,54
82,51,72,61
68,47,61,54
83,39,75,47
75,56,75,56
81,71,79,73
58,52,58,52
77,56,75,58
89,47,83,53
70,38,64,44
75,53,78,50
74,44,70,48
89,47,78,58
80,58,82,56
69,42,66,45
80,55,77,58
68,60,71,57
75,40,66,49
83,50,77,56
92,55,91,56
67,62,64,65
81,56,79,58
71,55,70,56
85,45,84,46
66,52,68,50
71,52,67,56
84,71,80,75
80,57,79,58
85,53,81,57
82,53,76,59
87,54,83,58
86,55,83,58
100,68,99,69
76,51,74,53
89,46,85,50
75,55,70,60
99,49,98,50
59,51,60,50
71,48,69,50
87,52,76,63
83,51,76,58
78,48,80,46
80,62,80,62
87,42,76,53
66,43,65,44
78,50,76,52
87,46,83,50
77,49,72,54
72,49,64,57
88,54,89,53
75,51,69,57
83,62,77,68
82,44,80,46
91,55,89,57
77,51,77,51
87,54,78,63
79,48,72,55
76,44,73,47
85,61,83,63
72,60,71,61
78,56,80,54
78,51,74,55
83,31,79,35
79,60,76,63
79,46,77,48
80,48,74,54
82,54,83,53
76,59,71,64
61,50,59,52
71,42,64,49
73,47,67,53
80,52,79,53
85,51,84,52
85,38,75,48
85,44,86,43
74,45,72,47
67,51,68,50
82,52,78,56
71,44,66,49
83,50,81,52
84,48,76,56
102,59,98,63
70,50,71,49
84,42,77,49
83,65,84,64
85,46,77,54
78,51,73,56
91,55,89,57
73,43,70,46
68,42,65,45
77,52,73,56
97,42,90,49
70,38,62,46
77,46,76,47
77,41,75,43
86,52,83,55
71,38,67,42
93,41,95,39
77,55,74,58
70,58,71,57
72,51,68,55
73,60,70,63
92,43,90,45
81,53,75,59
76,61,78,59
79,40,80,39
88,56,87,57
87,49,79,57
92,37,84,45
88,60,79,69
77,47,82,42
85,58,76,67
97,43,91,49
71,58,62,67
58,48,55,51
73,46,76,43
84,64,85,63
70,49,66,53
84,49,83,50
93,47,82,58
66,55,69,52
96,51,90,57
86,44,83,47
86,37,80,43
84,49,79,54
77,58,73,62
81,59,81,59
80,49,78,51
85,55,85,55
70,53,68,55
70,58,65,63
66,48,64,50
82,49,79,52
79,66,82,63
79,52,75,56
76,31,70,37
90,40,87,43
74,30,71,33
90,35,87,38
85,47,81,51
88,56,84,60
78,51,68,61
79,62,77,64
83,67,80,70
86,50,87,49
78,47,78,47
85,48,84,49
97,46,94,49
81,52,73,60
77,42,71,48
81,52,80,53
94,46,89,51
73,49,66,56
74,62,71,65
87,50,82,55
74,44,75,43
80,39,76,43
74,60,74,60
100,58,96,62
83,53,85,51
81,42,79,44
86,57,75,68
76,64,70,70
98,56,94,60
84,50,84,50
93,48,88,53
83,55,85,53
88,51,84,55
75,62,77,60
74,53,74,53
82,49,81,50
94,45,89,50
69,62,68,63
92,54,85,61
96,41,92,45
83,58,81,60
72,69,72,69
68,52,63,57
78,47,78,47
70,52,66,56
77,44,73,48
94,52,85,61
62,49,60,51
72,45,68,49
77,38,73,42
88,66,88,66
67,50,67,50
77,40,73,44
86,50,86,50
76,47,70,53
71,57,68,60
94,54,93,55
75,64,81,58
79,49,79,49
70,44,67,47
70,40,64,46
64,50,66,48
78,44,81,41
83,53,78,58
81,42,82,41
88,53,84,57
65,40,64,41
72,51,66,57
71,58,70,59
84,47,85,46
92,47,90,49
85,45,83,47
68,38,66,40
76,55,72,59
96,60,92,64
82,36,74,44
72,50,74,48
90,47,84,53
82,43,79,46
91,55,89,57
67,53,71,49
88,54,86,56
81,45,79,47
75,55,74,56
72,58,68,62
77,43,70,50
79,38,80,37
84,48,76,56
81,46,81,46
82,54,76,60
79,48,77,50
70,44,72,42
91,50,91,50
82,53,81,54
77,58,77,58
86,46,80,52
73,46,69,50
75,58,74,59
62,47,57,52
75,41,76,40
95,54,89,60
102,57,97,62
81,48,81,48
68,41,65,44
81,49,73,57
73,38,67,44
76,61,75,62
101,40,95,46
103,44,101,46
69,50,67,52
81,58,71,68
99,45,92,52
73,54,66,61
73,56,74,55
97,53,96,54
77,63,72,68
90,52,90,52
77,47,71,53
72,40,69,43
87,62,82,67
74,66,72,68
91,54,93,52
70,54,73,51
66,48,66,48
77,52,76,53
90,52,85,57
66,51,68,49
77,42,70,49
88,45,79,54
86,42,78,50
99,45,93,51
99,45,98,46
79,49,75,53
88,49,86,51
72,55,73,54
68,63,68,63
74,51,73,52
71,50,68,53
79,41,73,47
79,51,83,47
90,53,88,55
72,43,75,40
96,52,95,53
74,39,73,40
85,56,86,55
98,49,95,52
98,55,90,63
78,63,80,61
92,54,92,54
67,42,63,46
79,53,78,54
89,50,87,52
88,45,77,56
70,58,68,60
87,49,80,56
82,44,80,46
66,53,68,51
80,42,74,48
80,63,78,65
84,49,76,57
83,45,82,46
75,53,73,55
83,56,80,59
82,52,79,55
65,51,66,50
87,47,81,53
83,57,74,66
90,55,89,56
81,58,73,66
82,37,82,37
86,49,80,55
69,59,68,60
65,52,66,51
68,43,68,43
93,49,89,53
78,49,72,55
79,50,70,59
87,54,81,60
80,47,77,50
71,51,75,47
92,51,88,55
66,37,65,38
83,49,79,53
78,54,70,62
77,41,77,41
76,53,78,51
80,53,73,60
61,46,64,43
80,43,72,51
73,58,75,56
90,58,90,58
80,52,81,51
69,52,70,51
74,54,73,55
67,51,65,53
87,49,85,51
68,68,70,66
73,48,70,51
59,58,61,56
84,48,78,54
77,40,75,42
80,52,86,46
88,60,85,63
66,45,68,43
74,47,67,54
84,59,79,64
78,62,78,62
68,51,65,54
80,48,81,47
78,56,80,54
75,49,75,49
73,53,76,50
82,44,72,54
81,45,76,50
105,58,95,68
89,46,79,56
85,48,77,56
76,49,78,47
85,51,78,58
76,49,70,55
77,55,78,54
82,48,72,58
78,45,81,42
70,54,62,62
85,37,83,39
79,56,78,57
85,46,80,51
81,57,77,61
76,40,74,42
65,46,62,49
84,49,85,48
77,55,75,57
67,44,69,42
78,55,80,53
75,59,71,63
78,46,75,49
88,67,86,69
82,39,79,42
63,58,64,57
92,36,85,43
68,47,64,51
77,59,72,64
77,46,75,48
77,57,75,59
86,46,86,46
87,44,75,56
84,50,82,52
78,38,74,42
67,57,66,58
78,49,76,51
69,67,69,67
70,60,71,59
77,50,76,51
94,39,85,48
74,54,73,55
83,50,78,55
73,43,67,49
100,48,89,59
82,56,83,55
92,56,88,60
76,50,74,52
75,56,75,56
58,55,55,58
93,50,82,61
69,47,69,47
97,68,96,69
83,55,78,60
64,51,62,53
95,47,91,51
75,53,75,53
75,59,76,58
69,46,64,51
65,42,60,47
85,58,79,64
71,41,68,44
70,57,67,60
84,42,82,44
79,51,73,57
56,52,56,52
75,53,74,54
81,43,80,44
65,49,64,50
88,55,87,56
80,54,84,50
69,48,67,50
67,55,63,59
67,44,63,48
93,45,96,42
85,43,83,45
82,47,75,54
99,43,92,50
82,54,82,54
77,51,79,49
68,55,68,55
77,47,75,49
83,54,87,50
86,44,86,44
83,51,77,57
92,61,88,65
74,45,74,45
82,56,70,68
91,51,89,53
75,51,72,54
74,49,74,49
83,57,76,64
84,44,76,52
78,56,78,56
87,40,85,42
84,50,78,56
82,53,72,63
84,47,86,45
65,47,65,47
90,40,85,45
75,68,74,69
84,50,80,54
85,53,81,57
96,54,90,60
88,45,85,48
97,60,96,61
79,44,76,47
88,61,91,58
77,43,76,44
68,55,73,50
84,54,81,57
78,43,72,49
87,51,88,50
73,55,70,58
77,54,72,59
94,47,90,51
63,56,59,60
97,54,94,57
76,43,73,46
82,45,79,48
70,44,64,50
79,57,74,62
92,55,91,56
95,45,87,53
90,39,80,49
65,61,68,58
83,35,71,47
72,47,66,53
73,37,65,45
83,47,77,53
76,42,76,42
68,43,64,47
73,44,71,46
73,58,69,62
91,53,85,59
85,53,78,60
81,51,80,52
88,44,87,45
81,50,82,49
71,33,66,38
73,49,69,53
79,56,83,52
82,51,81,52
84,47,78,53
69,54,68,55
83,40,77,46
84,54,84,54
77,47,77,47
87,35,82,40
77,47,73,51
85,61,88,58
70,50,71,49
83,36,79,40
97,45,88,54
87,47,84,50
79,43,74,48
83,41,75,49
76,39,71,44
81,48,74,55
80,38,77,41
79,44,81,42
80,45,81,44
87,44,84,47
88,47,84,51
70,49,71,48
92,54,93,53
78,50,73,55
64,45,63,46
86,52,80,58
75,45,72,48
77,41,66,52
84,50,76,58
75,47,74,48
76,45,74,47
79,61,83,57
70,55,75,50
85,52,82,55
74,47,77,44
64,42,66,40
73,45,71,47
77,48,70,55
68,45,64,49
72,54,76,50
80,43,74,49
78,49,76,51
82,47,76,53
87,54,84,57
82,42,80,44
83,53,75,61
79,54,75,58
81,51,83,49
67,49,67,49
85,43,82,46
74,40,65,49
75,50,71,54
59,48,58,49
74,47,75,46
84,47,70,61
82,37,77,42
71,55,67,59
82,46,79,49
76,49,74,51
68,45,67,46
80,53,84,49
83,41,82,42
86,59,85,60
85,48,82,51
81,51,75,57
87,58,81,64
77,52,66,63
84,58,79,63
83,45,78,50
85,39,78,46
78,42,79,41
65,48,62,51
77,53,71,59
83,52,81,54
72,48,69,51
99,42,90,51
88,44,85,47
75,38,72,41
84,43,81,46
88,47,84,51
82,57,82,57
88,49,82,55
94,67,100,61
64,42,62,44
81,42,74,49
83,56,79,60
77,55,81,51
90,63,86,67
81,42,70,53
81,49,84,46
89,48,80,57
87,57,86,58
84,43,83,44
98,62,95,65
81,40,78,43
93,41,90,44
71,44,71,44
93,59,86,66
79,53,78,54
100,55,97,58
78,58,69,67
78,49,68,59
82,41,83,40
91,47,93,45
78,47,78,47
75,46,69,52
77,61,71,67
79,45,77,47
83,60,81,62
92,46,87,51
77,50,76,51
85,46,81,50
76,52,73,55
72,48,69,51
78,30,72,36
82,51,77,56
83,57,79,61
77,44,74,47
83,48,80,51
80,55,82,53
79,54,84,49
91,44,87,48
99,47,97,49
59,46,54,51
88,71,82,77
76,54,78,52
73,52,63,62
65,42,70,37
100,51,97,54
67,53,67,53
90,46,91,45
78,60,77,61
72,56,64,64
110,49,103,56
103,43,97,49
84,61,80,65
72,48,66,54
92,52,87,57
70,51,65,56
84,59,78,65
84,42,74,52
76,53,75,54
93,28,79,42
74,46,71,49
80,45,72,53
86,46,78,54
70,45,67,48
70,46,72,44
78,41,73,46
92,49,89,52
97,44,93,48
81,41,73,49
83,46,69,60
86,52,88,50
65,53,64,54
80,52,77,55
66,41,69,38
72,46,65,53
73,54,79,48
86,59,85,60
79,42,79,42
74,43,71,46
80,52,74,58
77,54,69,62
87,41,87,41
84,39,81,42
81,43,83,41
71,54,70,55
84,58,87,55
104,54,94,64
79,60,77,62
76,45,73,48
72,49,70,51
72,53,67,58
88,50,84,54
94,52,91,55
61,49,58,52
98,66,101,63
94,62,94,62
90,59,88,61
83,69,81,71
82,45,77,50
94,40,87,47
76,51,77,50
86,41,87,40
82,44,73,53
80,53,77,56
74,46,73,47
85,65,81,69
68,44,67,45
79,54,79,54
67,42,65,44
81,57,78,60
81,56,78,59
75,55,63,67
81,49,73,57
70,51,76,45
87,67,90,64
57,56,55,58
103,47,103,47
99,48,92,55
89,52,84,57
76,53,70,59
69,47,75,41
71,45,71,45
78,55,82,51
81,48,75,54
91,45,85,51
71,64,70,65
71,56,71,56
85,32,80,37
76,57,71,62
69,55,69,55
77,44,74,47
72,56,70,58
70,58,70,58
84,46,84,46
74,51,73,52
104,61,94,71
72,46,71,47
73,49,74,48
68,61,55,74
80,58,80,58
93,44,89,48
79,46,78,47
79,58,83,54
75,48,72,51
75,51,72,54
92,50,86,56
69,42,74,37
78,43,73,48
82,48,80,50
80,51,76,55
90,46,86,50
97,43,95,45
81,43,71,53
81,44,81,44
79,53,69,63
78,51,75,54
89,56,85,60
79,59,76,62
76,52,73,55
76,58,79,55
91,44,86,49
72,53,75,50
82,57,87,52
88,56,86,58
84,38,82,40
88,46,85,49
92,43,85,50
75,60,78,57
96,37,89,44
74,35,72,37
73,32,70,35
67,51,65,53
66,48,62,52
74,33,69,38
68,45,68,45
89,63,83,69
87,51,85,53
71,54,71,54
65,55,68,52
74,51,74,51
95,53,89,59
74,54,74,54
72,53,65,60
72,59,69,62
85,60,82,63
88,53,83,58
104,45,101,48
71,50,67,54
73,68,74,67
73,48,72,49
73,59,76,56
64,57,66,55
75,51,73,53
85,58,82,61
